,fips_code,hit/no hit,state,AQI index,date
319,6073,no hit,CA,42.8945834,2020-09-14
320,6073,no hit,CA,47.87125,2020-09-15
321,6073,no hit,CA,33.084166700000004,2020-09-16
322,6073,no hit,CA,20.5825,2020-09-17
323,6073,no hit,CA,15.8206803,2020-09-18
324,6073,no hit,CA,15.60875,2020-09-19
325,6073,no hit,CA,12.0654167,2020-09-20
326,6073,no hit,CA,12.3537501,2020-09-21
327,6073,no hit,CA,11.7408333,2020-09-22
328,6073,no hit,CA,12.2054167,2020-09-23
329,6073,no hit,CA,13.5654167,2020-09-24
330,6073,no hit,CA,12.1620726,2020-09-25
331,6073,no hit,CA,13.0262499,2020-09-26
332,6073,no hit,CA,12.6006359,2020-09-27
333,6073,no hit,CA,12.719511,2020-09-28
334,6073,no hit,CA,13.8215476,2020-09-29
335,6073,no hit,CA,14.745416699999998,2020-09-30
336,6073,no hit,CA,17.975833299999998,2020-10-01
337,6073,no hit,CA,19.5595834,2020-10-02
338,6073,no hit,CA,24.922663,2020-10-03
339,6073,no hit,CA,34.2458333,2020-10-04
340,6073,no hit,CA,36.3854166,2020-10-05
341,6073,no hit,CA,33.874727666666665,2020-10-06
342,6073,no hit,CA,22.3420238,2020-10-07
343,6073,no hit,CA,16.8725,2020-10-08
344,6073,no hit,CA,15.9883278,2020-10-09
345,6073,no hit,CA,9.3241668,2020-10-10
346,6073,no hit,CA,6.3008335,2020-10-11
347,6073,no hit,CA,12.0656819,2020-10-12
348,6073,no hit,CA,15.1235119,2020-10-13
349,6073,no hit,CA,15.742083400000002,2020-10-14
350,6073,no hit,CA,16.3629167,2020-10-15
351,6073,no hit,CA,14.7191667,2020-10-16
352,6073,no hit,CA,14.0775001,2020-10-17
353,6073,no hit,CA,13.94125,2020-10-18
354,6073,no hit,CA,12.55625,2020-10-19
355,6073,no hit,CA,9.84635,2020-10-20
356,6073,no hit,CA,11.82395825,2020-10-21
357,6073,no hit,CA,13.20416675,2020-10-22
358,6073,no hit,CA,10.453440222222222,2020-10-23
359,6073,no hit,CA,7.9441666,2020-10-24
360,6073,no hit,CA,3.4762500000000003,2020-10-25
361,6073,no hit,CA,9.6465657,2020-10-26
362,6073,no hit,CA,13.2810326,2020-10-27
363,6073,no hit,CA,17.7620833,2020-10-28
364,6073,no hit,CA,17.2286905,2020-10-29
365,6073,no hit,CA,15.2429166,2020-10-30
366,6073,no hit,CA,16.948333400000003,2020-10-31
367,6059,no hit,CA,12.3,2020-08-01
368,6059,no hit,CA,6.9,2020-08-07
369,6059,no hit,CA,10.2,2020-08-13
370,6059,no hit,CA,10.9,2020-08-19
371,6059,no hit,CA,10.2,2020-08-25
372,6059,no hit,CA,8.4,2020-08-31
373,6059,no hit,CA,22.6,2020-09-06
374,6059,no hit,CA,40.6,2020-09-12
375,6059,no hit,CA,17.7,2020-09-18
376,6059,no hit,CA,11.3,2020-09-24
377,6059,no hit,CA,14.4,2020-09-30
378,6059,no hit,CA,14.6,2020-10-12
379,6059,no hit,CA,15.1,2020-10-18
380,6059,no hit,CA,9.5,2020-10-24
381,6041,no hit,CA,1.7,2020-08-01
382,6041,no hit,CA,5.9,2020-08-04
383,6041,no hit,CA,8.4,2020-08-07
384,6041,no hit,CA,3.5,2020-08-10
385,6041,no hit,CA,10.4,2020-08-13
386,6041,no hit,CA,6.9,2020-08-16
387,6041,no hit,CA,5.5,2020-08-19
388,6041,no hit,CA,5.8,2020-08-22
389,6041,no hit,CA,5.8,2020-08-25
390,6041,no hit,CA,3.5,2020-08-28
391,6041,no hit,CA,25.3,2020-08-31
392,6041,no hit,CA,3.8,2020-09-03
393,6041,no hit,CA,18.2,2020-09-06
394,6041,no hit,CA,13.9,2020-09-15
395,6041,no hit,CA,3.4,2020-09-18
396,6041,no hit,CA,7.5,2020-09-21
397,6041,no hit,CA,4.0,2020-09-24
398,6041,no hit,CA,16.0,2020-09-27
399,6041,no hit,CA,13.3,2020-09-30
400,6041,no hit,CA,6.7,2020-10-03
401,6041,no hit,CA,10.3,2020-10-06
402,6041,no hit,CA,0.1,2020-10-09
403,6041,no hit,CA,6.4,2020-10-12
404,6041,no hit,CA,12.1,2020-10-15
405,6041,no hit,CA,9.8,2020-10-18
406,6041,no hit,CA,10.7,2020-10-21
407,6041,no hit,CA,5.7,2020-10-24
408,6041,no hit,CA,6.9,2020-10-27
409,6041,no hit,CA,5.6,2020-10-30
410,6089,no hit,CA,2.8,2020-08-01
411,6089,no hit,CA,5.5,2020-08-04
412,6089,no hit,CA,2.7,2020-08-07
413,6089,no hit,CA,25.3,2020-08-19
414,6089,no hit,CA,51.9,2020-08-22
415,6089,no hit,CA,48.5,2020-08-25
416,6089,no hit,CA,16.7,2020-08-28
417,6089,no hit,CA,4.3,2020-08-31
418,6089,no hit,CA,15.9,2020-09-03
419,6089,no hit,CA,20.7,2020-09-06
420,6089,no hit,CA,84.5,2020-09-12
421,6089,no hit,CA,30.6,2020-09-15
422,6089,no hit,CA,6.8,2020-09-18
423,6089,no hit,CA,47.3,2020-09-21
424,6089,no hit,CA,17.4,2020-09-24
425,6089,no hit,CA,1.8,2020-09-27
426,6089,no hit,CA,42.0,2020-09-30
427,6089,no hit,CA,16.8,2020-10-03
428,6089,no hit,CA,9.7,2020-10-06
429,6089,no hit,CA,7.4,2020-10-09
430,6089,no hit,CA,0.6,2020-10-12
431,6089,no hit,CA,0.8,2020-10-18
432,6089,no hit,CA,0.6,2020-10-21
433,6089,no hit,CA,2.7,2020-10-24
434,6089,no hit,CA,3.1,2020-10-30
435,53033,hit,WA,4.352272727272728,2020-08-01
436,53033,hit,WA,4.4720833,2020-08-02
437,53033,hit,WA,4.4823188,2020-08-03
438,53033,hit,WA,5.815909090909091,2020-08-04
439,53033,hit,WA,6.673677499999999,2020-08-05
440,53033,hit,WA,3.4887500000000005,2020-08-06
441,53033,hit,WA,5.176894090909091,2020-08-07
442,53033,hit,WA,5.1858333000000005,2020-08-08
443,53033,hit,WA,4.80375,2020-08-09
444,53033,hit,WA,4.4731060909090905,2020-08-10
445,53033,hit,WA,6.0266667,2020-08-11
446,53033,hit,WA,6.8125,2020-08-12
447,53033,hit,WA,7.847348454545454,2020-08-13
448,53033,hit,WA,9.1099999,2020-08-14
449,53033,hit,WA,9.3991667,2020-08-15
450,53033,hit,WA,10.370454545454546,2020-08-16
451,53033,hit,WA,5.5621014,2020-08-17
452,53033,hit,WA,4.4095833,2020-08-18
453,53033,hit,WA,4.531818181818182,2020-08-19
454,53033,hit,WA,3.0316667,2020-08-20
455,53033,hit,WA,2.9445834,2020-08-21
456,53033,hit,WA,4.433712,2020-08-22
457,53033,hit,WA,5.7045832,2020-08-23
458,53033,hit,WA,5.3,2020-08-24
459,53033,hit,WA,5.379545454545454,2020-08-25
460,53033,hit,WA,4.7266667,2020-08-26
461,53033,hit,WA,4.252083300000001,2020-08-27
462,53033,hit,WA,3.544318181818181,2020-08-28
463,53033,hit,WA,5.0458334,2020-08-29
464,53033,hit,WA,5.559583399999999,2020-08-30
465,53033,hit,WA,3.625779727272728,2020-08-31
466,53033,hit,WA,3.29791675,2020-09-01
467,53033,hit,WA,2.75260425,2020-09-02
468,53033,hit,WA,3.0875000000000004,2020-09-03
469,53033,hit,WA,4.74166675,2020-09-04
470,53033,hit,WA,10.95104175,2020-09-05
471,53033,hit,WA,8.17375,2020-09-06
472,53033,hit,WA,16.3334375,2020-09-07
473,53033,hit,WA,37.892708375,2020-09-08
474,53033,hit,WA,29.412037,2020-09-09
475,53033,hit,WA,30.383333375,2020-09-10
476,53033,hit,WA,130.5765625,2020-09-11
477,53033,hit,WA,152.9087962222222,2020-09-12
478,53033,hit,WA,160.040625,2020-09-13
479,53033,hit,WA,176.65012077777777,2020-09-14
480,53033,hit,WA,133.6745455,2020-09-15
481,53033,hit,WA,90.5875,2020-09-16
482,53033,hit,WA,70.83916669999999,2020-09-17
483,53033,hit,WA,44.65208333333334,2020-09-18
484,53033,hit,WA,3.8129167,2020-09-19
485,53033,hit,WA,3.3245834000000003,2020-09-20
486,53033,hit,WA,4.904166727272727,2020-09-21
487,53033,hit,WA,3.9662499,2020-09-22
488,53033,hit,WA,3.4379167,2020-09-23
489,53033,hit,WA,4.513541583333333,2020-09-24
490,53033,hit,WA,3.4066667,2020-09-25
491,53033,hit,WA,3.69,2020-09-26
492,53033,hit,WA,4.398106090909091,2020-09-27
493,53033,hit,WA,4.484219,2020-09-28
494,53033,hit,WA,5.926743625,2020-09-29
495,53033,hit,WA,10.2431704,2020-09-30
496,53033,hit,WA,15.3609375,2020-10-01
497,53033,hit,WA,18.13125,2020-10-02
498,53033,hit,WA,18.841666666666665,2020-10-03
499,53033,hit,WA,10.803125,2020-10-04
500,53033,hit,WA,11.58177075,2020-10-05
501,53033,hit,WA,12.1466667,2020-10-06
502,53033,hit,WA,13.740104125,2020-10-07
503,53033,hit,WA,5.716145875,2020-10-08
504,53033,hit,WA,4.904166666666667,2020-10-09
505,53033,hit,WA,3.116145875,2020-10-10
506,53033,hit,WA,3.325000125,2020-10-11
507,53033,hit,WA,4.6709963000000005,2020-10-12
508,53033,hit,WA,4.715625125,2020-10-13
509,53033,hit,WA,4.2484375,2020-10-14
510,53033,hit,WA,6.247222222222222,2020-10-15
511,53033,hit,WA,4.13125,2020-10-16
512,53033,hit,WA,5.965625,2020-10-17
513,53033,hit,WA,3.5300001,2020-10-18
514,53033,hit,WA,3.340104125,2020-10-19
515,53033,hit,WA,6.646875,2020-10-20
516,53033,hit,WA,6.79114575,2020-10-21
517,53033,hit,WA,7.925000125,2020-10-22
518,53033,hit,WA,6.144791625,2020-10-23
519,53033,hit,WA,5.8545834,2020-10-24
520,53033,hit,WA,10.25,2020-10-25
521,53033,hit,WA,9.732053222222223,2020-10-26
522,53033,hit,WA,8.889772818181818,2020-10-27
523,53033,hit,WA,7.2745834,2020-10-28
524,53033,hit,WA,6.8620834,2020-10-29
525,53033,hit,WA,5.347222250000001,2020-10-30
526,53033,hit,WA,8.1091667,2020-10-31
527,53061,no hit,WA,0.8270835000000001,2020-08-01
528,53061,no hit,WA,1.01875,2020-08-02
529,53061,no hit,WA,1.3083335,2020-08-03
530,53061,no hit,WA,1.21875,2020-08-04
531,53061,no hit,WA,1.0208335,2020-08-05
532,53061,no hit,WA,4.43125,2020-08-06
533,53061,no hit,WA,1.5270835,2020-08-07
534,53061,no hit,WA,1.3375,2020-08-08
535,53061,no hit,WA,1.0,2020-08-09
536,53061,no hit,WA,0.8208335,2020-08-10
537,53061,no hit,WA,1.6238095,2020-08-11
538,53061,no hit,WA,2.5416665,2020-08-12
539,53061,no hit,WA,2.5375,2020-08-13
540,53061,no hit,WA,3.3083335,2020-08-14
541,53061,no hit,WA,3.3229165,2020-08-15
542,53061,no hit,WA,2.9416665,2020-08-16
543,53061,no hit,WA,1.6229165,2020-08-17
544,53061,no hit,WA,0.71875,2020-08-18
545,53061,no hit,WA,0.7,2020-08-19
546,53061,no hit,WA,0.5104165,2020-08-20
547,53061,no hit,WA,0.3125,2020-08-21
548,53061,no hit,WA,1.4333334999999998,2020-08-22
549,53061,no hit,WA,1.4083335,2020-08-23
550,53061,no hit,WA,1.51875,2020-08-24
551,53061,no hit,WA,1.3166665000000002,2020-08-25
552,53061,no hit,WA,1.2291664999999998,2020-08-26
553,53061,no hit,WA,1.0229165,2020-08-27
554,53061,no hit,WA,0.4145835,2020-08-28
555,53061,no hit,WA,1.3479165000000002,2020-08-29
556,53061,no hit,WA,1.7062499999999998,2020-08-30
557,53061,no hit,WA,0.9104165,2020-08-31
558,53061,no hit,WA,0.63125,2020-09-01
