GEO_ID,pop2021
13321,20554.0
5029,20873.0
26129,20726.0
19021,20771.0
18153,20758.0
45039,20690.0
27039,20935.0
17145,20985.0
17173,20789.0
31177,20969.0
22007,20689.0
48019,21565.0
29141,21379.0
47129,21254.0
5083,21215.0
55053,21121.0
22111,21091.0
48179,21030.0
29049,21287.0
37115,21502.0
29147,21160.0
28027,20810.0
28101,21056.0
27045,21271.0
28079,21196.0
48299,21978.0
48341,21118.0
40139,20865.0
18119,21446.0
54109,21051.0
5019,21321.0
27057,21715.0
27157,21509.0
21133,21253.0
17083,21333.0
37091,21278.0
17051,21384.0
48219,21363.0
8075,21487.0
31043,21241.0
38093,21576.0
49041,21906.0
51169,21419.0
28043,21365.0
13189,21633.0
31067,21616.0
16067,21955.0
13205,21521.0
48165,21895.0
48281,22252.0
54005,21312.0
28139,21635.0
12123,21815.0
20175,21747.0
47151,21917.0
51147,21932.0
6011,21917.0
39175,21708.0
37117,21754.0
29083,22206.0
1111,21989.0
37007,22060.0
17085,21939.0
48225,22241.0
51105,21983.0
48293,22119.0
39105,22049.0
22085,22135.0
22043,22236.0
13237,22585.0
19123,21984.0
27105,21991.0
1007,22477.0
51820,22550.0
53003,22397.0
26089,22623.0
40009,22046.0
20191,22385.0
31155,22787.0
54009,22140.0
19183,22491.0
48365,22675.0
47133,22839.0
5103,22306.0
51163,22641.0
21167,22850.0
21115,22556.0
37033,22714.0
22003,22687.0
13107,22716.0
5027,22672.0
18047,22842.0
53039,23118.0
13267,23052.0
26133,23105.0
5111,22660.0
51670,23140.0
1025,22760.0
29055,22807.0
5123,22739.0
54027,23302.0
55125,23520.0
51127,23897.0
29177,23008.0
46135,23297.0
29119,23383.0
29195,23289.0
18041,23360.0
56039,23575.0
18149,23372.0
26009,23813.0
26109,23299.0
27093,23376.0
13119,23785.0
26143,23633.0
42067,23297.0
54059,23005.0
22075,23303.0
53049,23948.0
1133,23652.0
29221,23502.0
41015,23683.0
40133,23567.0
47057,23763.0
17165,23320.0
55049,23756.0
51139,23807.0
21183,23688.0
54097,23791.0
28057,23838.0
21005,24035.0
48007,24510.0
48419,23939.0
21013,23858.0
41027,24057.0
31047,23898.0
51600,24276.0
